location,`date`,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,people_fully_vaccinated_per_hundred
Isle of Man,2021-03-08,\N,\N,\N,\N,\N,\N,\N,\N,85032,10.88
Isle of Man,2021-03-09,\N,\N,\N,\N,\N,\N,\N,\N,85032,10.89
Isle of Man,2021-03-10,\N,\N,\N,\N,\N,\N,\N,\N,85032,10.92
Isle of Man,2021-03-11,\N,\N,\N,\N,\N,\N,\N,\N,85032,10.93
Isle of Man,2021-03-12,\N,\N,\N,\N,\N,\N,\N,\N,85032,11.65
Isle of Man,2021-03-13,\N,\N,\N,\N,\N,\N,\N,\N,85032,13.05
Isle of Man,2021-03-14,\N,\N,\N,\N,\N,\N,\N,\N,85032,13.33
Isle of Man,2021-03-15,\N,\N,\N,\N,\N,\N,\N,\N,85032,13.33
Isle of Man,2021-03-16,\N,\N,\N,\N,\N,\N,\N,\N,85032,13.34
Isle of Man,2021-01-21,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-17,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-18,\N,\N,\N,\N,\N,\N,\N,\N,85032,13.34
Isle of Man,2021-03-19,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-20,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-21,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-22,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-23,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-24,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-25,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-26,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-27,\N,\N,\N,\N,\N,\N,\N,\N,85032,17.65
Isle of Man,2021-03-28,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-29,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-03-30,\N,\N,\N,\N,\N,\N,\N,\N,85032,18
Isle of Man,2021-03-31,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.01
Isle of Man,2021-04-01,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.01
Isle of Man,2021-04-02,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.04
Isle of Man,2021-04-03,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.05
Isle of Man,2021-04-04,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.05
Isle of Man,2021-04-05,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.05
Isle of Man,2021-04-06,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.05
Isle of Man,2021-04-07,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.1
Isle of Man,2021-04-08,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.11
Isle of Man,2021-04-09,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.13
Isle of Man,2021-04-10,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.14
Isle of Man,2021-04-11,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.16
Isle of Man,2021-04-12,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.17
Isle of Man,2021-04-13,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.18
Isle of Man,2021-04-14,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.19
Isle of Man,2021-04-15,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.19
Isle of Man,2021-04-16,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.2
Isle of Man,2021-04-17,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.2
Isle of Man,2021-04-18,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.2
Isle of Man,2021-04-19,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.21
Isle of Man,2021-04-20,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.22
Isle of Man,2021-04-21,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.22
Isle of Man,2021-04-22,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.24
Isle of Man,2021-04-23,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.32
Isle of Man,2021-04-24,\N,\N,\N,\N,\N,\N,\N,\N,85032,18.41
Isle of Man,2021-01-24,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-01-25,\N,\N,\N,\N,\N,\N,\N,\N,85032,0.37
Isle of Man,2021-01-26,\N,\N,\N,\N,\N,\N,\N,\N,85032,0.75
Isle of Man,2021-01-27,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-01-28,\N,\N,\N,\N,\N,\N,\N,\N,85032,
Isle of Man,2021-01-29,\N,\N,\N,\N,\N,\N,\N,\N,85032,1.21
Israel,2021-03-18,825562,1384,6069,12,95379.59,159.898,701.169,1.386,8655541,51.85
Israel,2020-12-19,372886,2734,3074,17,43080.613,315.867,355.148,1.964,8655541,
Israel,2020-12-20,374760,1874,3099,25,43297.12,216.509,358.037,2.888,8655541,
Israel,2020-12-21,378259,3499,3111,12,43701.37,404.25,359.423,1.386,8655541,
Israel,2020-12-22,382487,4228,3136,25,44189.844,488.473,362.311,2.888,8655541,
Israel,2020-12-23,385022,2535,3150,14,44482.72,292.876,363.929,1.617,8655541,
Israel,2020-12-24,389678,4656,3171,21,45020.64,537.921,366.355,2.426,8655541,
Israel,2020-12-25,394391,4713,3186,15,45565.15,544.507,368.088,1.733,8655541,
Israel,2020-12-26,398664,4273,3210,24,46058.82,493.672,370.861,2.773,8655541,
Israel,2020-12-27,401470,2806,3226,16,46383.004,324.185,372.709,1.849,8655541,
Israel,2020-12-28,407285,5815,3256,30,47054.83,671.824,376.175,3.466,8655541,
Israel,2020-12-29,412398,5113,3292,36,47645.55,590.72,380.334,4.159,8655541,
Israel,2020-12-30,416584,4186,3307,15,48129.17,483.621,382.067,1.733,8655541,
Israel,2020-12-31,423262,6678,3325,18,48900.7,771.529,384.147,2.08,8655541,
Israel,2021-01-01,428510,5248,3356,31,49507.016,606.317,387.729,3.582,8655541,
Israel,2021-01-02,434799,6289,3392,36,50233.6,726.587,391.888,4.159,8655541,
Israel,2021-01-03,441542,6743,3416,24,51012.64,779.039,394.66,2.773,8655541,
Israel,2021-01-04,448173,6631,3445,29,51778.74,766.099,398.011,3.35,8655541,0
Israel,2021-01-05,456139,7966,3496,51,52699.074,920.335,403.903,5.892,8655541,0
Israel,2021-01-06,463448,7309,3529,33,53543.504,844.43,407.716,3.813,8655541,0
Israel,2021-01-07,471048,7600,3552,23,54421.555,878.05,410.373,2.657,8655541,0
Israel,2021-01-08,477357,6309,3596,44,55150.453,728.897,415.456,5.083,8655541,0
Israel,2021-01-09,485434,8077,3645,49,56083.613,933.159,421.118,5.661,8655541,0
Israel,2021-01-10,491319,5885,3671,26,56763.523,679.911,424.121,3.004,8655541,0.07
Israel,2021-01-11,501073,9754,3704,33,57890.43,1126.908,427.934,3.813,8655541,0.29
Israel,2021-01-12,510063,8990,3771,67,58929.07,1038.641,435.675,7.741,8655541,0.7
Israel,2021-01-13,520060,9997,3817,46,60084.055,1154.983,440.989,5.315,8655541,1.36
Israel,2021-01-14,529814,9754,3870,53,61210.965,1126.908,447.112,6.123,8655541,2.15
Israel,2021-01-15,535049,5235,3910,40,61815.777,604.815,451.734,4.621,8655541,2.57
Israel,2021-01-16,543499,8450,3959,49,62792.03,976.253,457.395,5.661,8655541,2.87
Israel,2021-01-17,551689,8190,4005,46,63738.246,946.215,462.709,5.315,8655541,3.84
Israel,2021-01-18,558249,6560,4044,39,64496.14,757.896,467.215,4.506,8655541,5.23
Israel,2021-01-19,565629,7380,4080,36,65348.773,852.633,471.374,4.159,8655541,6.82
Israel,2021-01-20,575842,10213,4181,101,66528.71,1179.938,483.043,11.669,8655541,8.48
Israel,2021-01-21,582869,7027,4245,64,67340.56,811.85,490.437,7.394,8655541,10.37
Israel,2021-01-22,589028,6159,4266,21,68052.13,711.567,492.863,2.426,8655541,11.19
Israel,2021-01-23,593961,4933,4341,75,68622.055,569.924,501.528,8.665,8655541,11.81
Israel,2021-01-24,597403,3442,4419,78,69019.72,397.664,510.54,9.012,8655541,13.43
Israel,2021-01-25,601069,3666,4498,79,69443.266,423.544,519.667,9.127,8655541,15.04
Israel,2021-01-26,609656,8587,4513,15,70435.34,992.081,521.4,1.733,8655541,16.49
Israel,2021-01-27,621590,11934,4605,92,71814.11,1378.77,532.029,10.629,8655541,17.93
Israel,2021-01-28,628895,7305,4669,64,72658.08,843.968,539.423,7.394,8655541,19.44
Israel,2021-01-29,633991,5096,4700,31,73246.836,588.756,543.005,3.582,8655541,20.18
Israel,2021-01-30,638789,4798,4738,38,73801.164,554.327,547.395,4.39,8655541,20.68
Israel,2021-01-31,643435,4646,4796,58,74337.93,536.766,554.096,6.701,8655541,21.36
Israel,2021-02-01,652246,8811,4816,20,75355.89,1017.961,556.407,2.311,8655541,21.77
Israel,2021-02-02,659978,7732,4887,71,76249.19,893.301,564.609,8.203,8655541,22.12
Israel,2021-02-03,668874,8896,4948,61,77276.97,1027.781,571.657,7.048,8655541,22.72
Israel,2021-02-04,675618,6744,5001,53,78056.125,779.154,577.78,6.123,8655541,23.39
Israel,2021-02-05,680856,5238,5020,19,78661.29,605.161,579.975,2.195,8655541,23.72
Israel,2021-02-06,685583,4727,5071,51,79207.414,546.124,585.867,5.892,8655541,23.97
Israel,2021-02-07,692101,6518,5121,50,79960.45,753.044,591.644,5.777,8655541,24.76
Israel,2021-02-08,696528,4427,5171,50,80471.92,511.464,597.421,5.777,8655541,25.52
Israel,2021-02-09,703719,7191,5216,45,81302.72,830.797,602.62,5.199,8655541,26.29
Israel,2021-02-10,709729,6010,5257,41,81997.07,694.353,607.357,4.737,8655541,27.12
Israel,2021-02-11,714812,5083,5283,26,82584.32,587.254,610.36,3.004,8655541,27.95
Israel,2021-02-12,718746,3934,5304,21,83038.83,454.507,612.787,2.426,8655541,28.38
Israel,2021-02-13,721846,3100,5351,47,83396.984,358.152,618.217,5.43,8655541,28.73
Israel,2021-02-14,724380,2534,5388,37,83689.74,292.76,622.491,4.275,8655541,29.53
Israel,2021-02-15,730293,5913,5414,26,84372.89,683.146,625.495,3.004,8655541,30.4
Israel,2021-02-16,734575,4282,5441,27,84867.6,494.712,628.615,3.119,8655541,31.3
Israel,2021-02-17,738629,4054,5473,32,85335.97,468.37,632.312,3.697,8655541,32.17
Israel,2021-02-18,741934,3305,5509,36,85717.805,381.836,636.471,4.159,8655541,33.09
Israel,2021-02-19,744513,2579,5526,17,86015.766,297.959,638.435,1.964,8655541,33.53
Israel,2021-02-20,744513,0,5526,0,86015.766,0.0,638.435,0.0,8655541,33.86
Israel,2021-02-21,750043,5530,5577,51,86654.664,638.897,644.327,5.892,8655541,34.76
Israel,2021-02-22,754998,4955,5596,19,87227.13,572.466,646.522,2.195,8655541,35.69
Israel,2021-02-23,759572,4574,5634,38,87755.58,528.448,650.913,4.39,8655541,36.5
Israel,2021-02-24,763756,4184,5660,26,88238.97,483.39,653.916,3.004,8655541,37.23
Israel,2021-02-25,767726,3970,5687,27,88697.63,458.666,657.036,3.119,8655541,37.97
Israel,2021-02-26,770780,3054,5697,10,89050.47,352.838,658.191,1.155,8655541,38.34
Israel,2021-02-27,773335,2555,5732,35,89345.66,295.187,662.235,4.044,8655541,38.59
Israel,2021-02-28,775807,2472,5752,20,89631.26,285.597,664.545,2.311,8655541,39.23
Israel,2021-03-01,779958,4151,5760,8,90110.83,479.577,665.47,0.924,8655541,39.94
Israel,2021-03-02,785218,5260,5790,30,90718.53,607.703,668.936,3.466,8655541,40.68
Israel,2021-03-03,789485,4267,5803,13,91211.516,492.979,670.438,1.502,8655541,41.45
Israel,2021-03-04,793407,3922,5822,19,91664.63,453.12,672.633,2.195,8655541,42.36
Israel,2021-03-05,796465,3058,5834,12,92017.94,353.3,674.019,1.386,8655541,42.83
Israel,2021-03-06,799727,3262,5856,22,92394.805,376.868,676.561,2.542,8655541,43.12
Israel,2021-03-07,801575,1848,5891,35,92608.305,213.505,680.604,4.044,8655541,43.96
Israel,2021-03-08,805116,3541,5917,26,93017.41,409.102,683.608,3.004,8655541,44.8
Israel,2021-03-09,808262,3146,5933,16,93380.875,363.467,685.457,1.849,8655541,45.68
Israel,2021-03-10,811492,3230,5950,17,93754.05,373.171,687.421,1.964,8655541,46.36
Israel,2021-03-11,814250,2758,5967,17,94072.69,318.64,689.385,1.964,8655541,47.16
Israel,2021-03-12,816198,1948,5980,13,94297.74,225.058,690.887,1.502,8655541,47.63
Israel,2021-03-13,817799,1601,5988,8,94482.71,184.968,691.811,0.924,8655541,47.92
Israel,2021-03-14,818977,1178,6011,23,94618.81,136.098,694.468,2.657,8655541,48.78
Israel,2021-03-15,820913,1936,6030,19,94842.484,223.672,696.664,2.195,8655541,49.68
Israel,2021-03-16,822703,1790,6048,18,95049.29,206.804,698.743,2.08,8655541,50.5
Israel,2021-03-17,824178,1475,6057,9,95219.695,170.411,699.783,1.04,8655541,51.18
Israel,2021-03-19,826609,1047,6073,4,95500.56,120.963,701.631,0.462,8655541,52.17
Israel,2021-03-20,827220,611,6082,9,95571.15,70.591,702.671,1.04,8655541,52.35
Israel,2021-03-21,827772,552,6092,10,95634.92,63.774,703.827,1.155,8655541,52.81
Israel,2021-03-22,828764,992,6109,17,95749.53,114.609,705.791,1.964,8655541,53.28
Israel,2021-03-23,829689,925,6122,13,95856.4,106.868,707.293,1.502,8655541,53.36
Israel,2021-03-24,830028,339,6154,32,95895.56,39.166,710.99,3.697,8655541,53.9
Israel,2021-03-25,830845,817,6163,9,95989.95,94.39,712.029,1.04,8655541,54.3
Israel,2021-03-26,831383,538,6165,2,96052.11,62.157,712.261,0.231,8655541,54.46
Israel,2021-03-27,831383,0,6165,0,96052.11,0.0,712.261,0.0,8655541,54.51
Israel,2021-03-28,831924,541,6185,20,96114.62,62.503,714.571,2.311,8655541,54.56
Israel,2021-03-29,832125,201,6197,12,96137.836,23.222,715.958,1.386,8655541,54.91
Israel,2021-03-30,832639,514,6193,-4,96197.22,59.384,715.495,-0.462,8655541,55.16
Israel,2021-03-31,833105,466,6209,16,96251.06,53.838,717.344,1.849,8655541,55.39
Israel,2021-04-01,833456,351,6220,11,96291.61,40.552,718.615,1.271,8655541,55.6
Israel,2021-04-02,833707,251,6220,0,96320.61,28.999,718.615,0.0,8655541,55.69
Israel,2021-04-03,834070,363,6236,16,96362.55,41.938,720.463,1.849,8655541,55.73
Israel,2021-04-04,834247,177,6243,7,96383.0,20.449,721.272,0.809,8655541,55.99
Israel,2021-04-05,834603,356,6248,5,96424.13,41.13,721.85,0.578,8655541,56.23
Israel,2021-04-06,834920,317,6257,9,96460.75,36.624,722.89,1.04,8655541,56.42
Israel,2021-04-07,835216,296,6266,9,96494.95,34.198,723.929,1.04,8655541,56.6
Israel,2021-04-08,835486,270,6279,13,96526.14,31.194,725.431,1.502,8655541,56.79
Israel,2021-04-09,835674,188,6280,1,96547.87,21.72,725.547,0.116,8655541,56.86
Israel,2021-04-10,835813,139,6292,12,96563.92,16.059,726.933,1.386,8655541,56.9
Israel,2021-04-11,835933,120,6296,4,96577.79,13.864,727.395,0.462,8655541,57.06
Israel,2021-04-12,836158,225,6304,8,96603.78,25.995,728.32,0.924,8655541,57.22
Israel,2021-04-13,836334,176,6309,5,96624.12,20.334,728.897,0.578,8655541,57.27
Israel,2021-04-14,836590,256,6312,3,96653.695,29.576,729.244,0.347,8655541,57.33
Israel,2021-04-15,836902,312,6315,3,96689.74,36.046,729.59,0.347,8655541,57.33
Israel,2021-04-16,836936,34,6316,1,96693.664,3.928,729.706,0.116,8655541,57.41
Israel,2021-04-17,836883,-53,6331,15,96687.55,-6.123,731.439,1.733,8655541,57.43
Israel,2021-04-18,837047,164,6335,4,96706.49,18.947,731.901,0.462,8655541,57.52
Israel,2021-04-19,837218,171,6341,6,96726.25,19.756,732.594,0.693,8655541,57.6
Israel,2021-04-20,837357,139,6345,4,96742.305,16.059,733.056,0.462,8655541,57.67
Israel,2021-04-21,837492,135,6346,1,96757.91,15.597,733.172,0.116,8655541,57.75
Israel,2021-04-22,837807,315,6346,0,96794.3,36.393,733.172,0.0,8655541,57.83
Israel,2021-04-23,837892,85,6346,0,96804.12,9.82,733.172,0.0,8655541,57.86
Italy,2021-01-04,2166244,10798,75680,348,35828.293,178.592,1251.699,5.756,60461828,
Italy,2020-12-27,2047696,8937,71925,305,33867.582,147.812,1189.594,5.045,60461828,
Italy,2020-12-28,2056277,8581,72370,445,34009.508,141.924,1196.954,7.36,60461828,
Italy,2020-12-29,2067487,11210,73029,659,34194.914,185.406,1207.853,10.899,60461828,
Italy,2020-12-30,2083689,16202,73604,575,34462.887,267.971,1217.363,9.51,60461828,
Italy,2020-12-31,2107166,23477,74159,555,34851.18,388.295,1226.542,9.179,60461828,
Italy,2021-01-01,2129376,22210,74621,462,35218.52,367.339,1234.184,7.641,60461828,
Italy,2021-01-02,2141201,11825,74985,364,35414.098,195.578,1240.204,6.02,60461828,
Italy,2021-01-03,2155446,14245,75332,347,35649.7,235.603,1245.943,5.739,60461828,
Italy,2021-01-05,2181619,15375,76329,649,36082.586,254.293,1262.433,10.734,60461828,
Italy,2021-01-06,2201945,20326,76877,548,36418.76,336.179,1271.496,9.064,60461828,
Italy,2021-01-07,2220361,18416,77291,414,36723.35,304.589,1278.344,6.847,60461828,
Italy,2021-01-08,2237890,17529,77911,620,37013.27,289.918,1288.598,10.254,60461828,
Italy,2021-01-09,2257866,19976,78394,483,37343.66,330.39,1296.587,7.989,60461828,
Italy,2021-01-10,2276491,18625,78755,361,37651.707,308.046,1302.557,5.971,60461828,
Italy,2021-01-11,2289021,12530,79203,448,37858.945,207.238,1309.967,7.41,60461828,
Italy,2021-01-12,2303263,14242,79819,616,38094.496,235.554,1320.155,10.188,60461828,
Italy,2021-01-13,2319036,15773,80326,507,38355.375,260.875,1328.541,8.385,60461828,
Italy,2021-01-14,2336279,17243,80848,522,38640.562,285.188,1337.174,8.634,60461828,
Italy,2021-01-15,2352423,16144,81325,477,38907.574,267.011,1345.064,7.889,60461828,
Italy,2021-01-16,2368733,16310,81800,475,39177.33,269.757,1352.92,7.856,60461828,
Italy,2021-01-17,2381277,12544,82177,377,39384.8,207.47,1359.155,6.235,60461828,0
Italy,2021-01-18,2390102,8825,82554,377,39530.76,145.96,1365.39,6.235,60461828,0.01
Italy,2021-01-19,2400598,10496,83157,603,39704.355,173.597,1375.364,9.973,60461828,0.02
Italy,2021-01-20,2414166,13568,83681,524,39928.76,224.406,1384.03,8.667,60461828,0.02
Italy,2021-01-21,2428221,14055,84202,521,40161.223,232.461,1392.647,8.617,60461828,0.06
Italy,2021-01-22,2441854,13633,84674,472,40386.703,225.481,1400.454,7.807,60461828,0.08
Italy,2021-01-23,2455185,13331,85162,488,40607.19,220.486,1408.525,8.071,60461828,0.13
Italy,2021-01-24,2466813,11628,85461,299,40799.51,192.32,1413.47,4.945,60461828,0.18
Italy,2021-01-25,2475372,8559,85881,420,40941.07,141.56,1420.417,6.947,60461828,0.29
Italy,2021-01-26,2485956,10584,86422,541,41116.125,175.053,1429.365,8.948,60461828,0.42
Italy,2021-01-27,2501147,15191,86889,467,41367.37,251.249,1437.089,7.724,60461828,0.52
Italy,2021-01-28,2515507,14360,87381,492,41604.88,237.505,1445.226,8.137,60461828,0.67
Italy,2021-01-29,2529070,13563,87858,477,41829.203,224.323,1453.115,7.889,60461828,0.82
Italy,2021-01-30,2541783,12713,88279,421,42039.47,210.265,1460.078,6.963,60461828,0.96
Italy,2021-01-31,2553032,11249,88516,237,42225.52,186.051,1463.998,3.92,60461828,1.06
Italy,2021-02-01,2560957,7925,88845,329,42356.594,131.074,1469.44,5.441,60461828,1.19
Italy,2021-02-02,2570608,9651,89344,499,42516.215,159.621,1477.693,8.253,60461828,1.33
Italy,2021-02-03,2583790,13182,89820,476,42734.234,218.022,1485.565,7.873,60461828,1.48
Italy,2021-02-04,2597446,13656,90241,421,42960.098,225.862,1492.528,6.963,60461828,1.63
Italy,2021-02-05,2611659,14213,90618,377,43195.17,235.074,1498.764,6.235,60461828,1.78
Italy,2021-02-06,2625098,13439,91003,385,43417.44,222.272,1505.131,6.368,60461828,1.88
Italy,2021-02-07,2636738,11640,91273,270,43609.96,192.518,1509.597,4.466,60461828,1.94
Italy,2021-02-08,2644707,7969,91580,307,43741.766,131.802,1514.675,5.078,60461828,2
Italy,2021-02-09,2655319,10612,92002,422,43917.28,175.516,1521.654,6.98,60461828,2.05
Italy,2021-02-10,2668266,12947,92338,336,44131.414,214.135,1527.212,5.557,60461828,2.1
Italy,2021-02-11,2683403,15137,92729,391,44381.77,250.356,1533.678,6.467,60461828,2.13
Italy,2021-02-12,2697296,13893,93045,316,44611.55,229.781,1538.905,5.226,60461828,2.16
Italy,2021-02-13,2710819,13523,93356,311,44835.215,223.662,1544.049,5.144,60461828,2.17
Italy,2021-02-14,2721879,11060,93577,221,45018.14,182.925,1547.704,3.655,60461828,2.17
Italy,2021-02-15,2729223,7344,93835,258,45139.605,121.465,1551.971,4.267,60461828,2.18
Italy,2021-02-16,2739591,10368,94171,336,45311.086,171.48,1557.528,5.557,60461828,2.19
Italy,2021-02-17,2751657,12066,94540,369,45510.65,199.564,1563.631,6.103,60461828,2.21
Italy,2021-02-18,2765412,13755,94887,347,45738.15,227.499,1569.37,5.739,60461828,2.22
Italy,2021-02-19,2780882,15470,95235,348,45994.01,255.864,1575.126,5.756,60461828,2.23
Italy,2021-02-20,2795796,14914,95486,251,46240.68,246.668,1579.277,4.151,60461828,2.24
Italy,2021-02-21,2809246,13450,95718,232,46463.133,222.454,1583.115,3.837,60461828,2.24
Italy,2021-02-22,2818863,9617,95992,274,46622.19,159.059,1587.646,4.532,60461828,2.25
Italy,2021-02-23,2832162,13299,96348,356,46842.15,219.957,1593.534,5.888,60461828,2.26
Italy,2021-02-24,2848564,16402,96666,318,47113.43,271.279,1598.794,5.26,60461828,2.27
Italy,2021-02-25,2868435,19871,96974,308,47442.082,328.654,1603.888,5.094,60461828,2.29
Italy,2021-02-26,2888923,20488,97227,253,47780.94,338.858,1608.072,4.184,60461828,2.31
Italy,2021-02-27,2907825,18902,97507,280,48093.566,312.627,1612.703,4.631,60461828,2.33
Italy,2021-02-28,2925265,17440,97699,192,48382.016,288.446,1615.879,3.176,60461828,2.35
Italy,2021-03-01,2938371,13106,97945,246,48598.777,216.765,1619.948,4.069,60461828,2.39
Italy,2021-03-02,2955434,17063,98288,343,48880.99,282.211,1625.621,5.673,60461828,2.44
Italy,2021-03-03,2976274,20840,98635,347,49225.67,344.68,1631.36,5.739,60461828,2.51
Italy,2021-03-04,2999119,22845,98974,339,49603.51,377.842,1636.967,5.607,60461828,2.58
Italy,2021-03-05,3023129,24010,99271,297,50000.62,397.11,1641.879,4.912,60461828,2.67
Italy,2021-03-06,3046762,23633,99578,307,50391.496,390.875,1646.956,5.078,60461828,2.73
Italy,2021-03-07,3067486,20724,99785,207,50734.258,342.762,1650.38,3.424,60461828,2.77
Italy,2021-03-08,3081368,13882,100103,318,50963.86,229.599,1655.64,5.26,60461828,2.85
Italy,2021-03-09,3101093,19725,100479,376,51290.098,326.239,1661.858,6.219,60461828,2.93
Italy,2021-03-10,3123368,22275,100811,332,51658.51,368.414,1667.35,5.491,60461828,3.02
Italy,2021-03-11,3149017,25649,101184,373,52082.73,424.218,1673.519,6.169,60461828,3.12
Italy,2021-03-12,3175807,26790,101564,380,52525.816,443.089,1679.804,6.285,60461828,3.22
Italy,2021-03-13,3201838,26031,101881,317,52956.355,430.536,1685.047,5.243,60461828,3.3
Italy,2021-03-14,3223142,21304,102145,264,53308.71,352.355,1689.413,4.366,60461828,3.35
Italy,2021-03-15,3238394,15252,102499,354,53560.97,252.258,1695.268,5.855,60461828,3.47
Italy,2021-03-16,3258770,20376,103001,502,53897.973,337.006,1703.571,8.303,60461828,3.59
Italy,2021-03-17,3281810,23040,103432,431,54279.04,381.067,1710.699,7.128,60461828,3.72
Italy,2021-03-18,3306711,24901,103855,423,54690.887,411.847,1717.695,6.996,60461828,3.85
Italy,2021-03-19,3332418,25707,104241,386,55116.062,425.177,1724.08,6.384,60461828,3.98
Italy,2021-03-20,3356331,23913,104642,401,55511.57,395.506,1730.712,6.632,60461828,4.08
Italy,2021-03-21,3376376,20045,104942,300,55843.1,331.531,1735.674,4.962,60461828,4.16
Italy,2021-03-22,3400877,24501,105328,386,56248.332,405.231,1742.058,6.384,60461828,4.26
Italy,2021-03-23,3419616,18739,105879,551,56558.266,309.931,1751.171,9.113,60461828,4.38
Italy,2021-03-24,3440862,21246,106339,460,56909.66,351.395,1758.779,7.608,60461828,4.52
Italy,2021-03-25,3464543,23681,106799,460,57301.33,391.669,1766.387,7.608,60461828,4.66
Italy,2021-03-26,3488619,24076,107256,457,57699.527,398.202,1773.946,7.558,60461828,4.79
Italy,2021-03-27,3512453,23834,107636,380,58093.727,394.199,1780.231,6.285,60461828,4.9
Italy,2021-03-28,3532057,19604,107933,297,58417.965,324.238,1785.143,4.912,60461828,4.96
Italy,2021-03-29,3544957,12900,108350,417,58631.324,213.358,1792.04,6.897,60461828,5.07
Italy,2021-03-30,3561012,16055,108879,529,58896.863,265.539,1800.789,8.749,60461828,5.2
Italy,2021-03-31,3584899,23887,109346,467,59291.938,395.076,1808.513,7.724,60461828,5.35
Italy,2021-04-01,3607083,22184,109847,501,59658.848,366.909,1816.799,8.286,60461828,5.49
Italy,2021-04-02,3629000,21917,110328,481,60021.34,362.493,1824.755,7.955,60461828,5.62
Italy,2021-04-03,3650247,21247,110704,376,60372.754,351.412,1830.973,6.219,60461828,5.72
Italy,2021-04-04,3668264,18017,111030,326,60670.742,297.99,1836.365,5.392,60461828,5.76
Italy,2021-04-05,3678944,10680,111326,296,60847.383,176.64,1841.261,4.896,60461828,5.82
Italy,2021-04-06,3686707,7763,111747,421,60975.777,128.395,1848.224,6.963,60461828,5.94
Italy,2021-04-07,3700393,13686,112374,627,61202.137,226.358,1858.594,10.37,60461828,6.08
Italy,2021-04-08,3717602,17209,112861,487,61486.76,284.626,1866.649,8.055,60461828,6.23
Italy,2021-04-09,3736526,18924,113579,718,61799.754,312.991,1878.524,11.875,60461828,6.36
Italy,2021-04-10,3754077,17551,113923,344,62090.035,290.282,1884.214,5.69,60461828,6.47
Italy,2021-04-11,3769814,15737,114254,331,62350.316,260.28,1889.688,5.475,60461828,6.54
Italy,2021-04-12,3779594,9780,114612,358,62512.07,161.755,1895.609,5.921,60461828,6.64
Italy,2021-04-13,3793033,13439,115088,476,62734.344,222.272,1903.482,7.873,60461828,6.75
